Transaction_ID,Date,Year,Month,Region,Province,Category,Item_Name,Channel,Quantity,Unit_Price_PHP,Target_Revenue_PHP,Actual_Revenue_PHP,Total_Cost_PHP,Net_Profit_PHP,Status,Satisfaction_Score
EXP-30281,2025-10-10,2025,Oct,CAR,Benguet,Fertilizers & Soil Health,Inorganic NPK Blend,LGU Co-op Procurement,3,1467.45,4402.35,4402.35,2707.61,1694.74,Completed,4
EXP-30282,2025-07-16,2025,Jul,CAR,Benguet,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,3,593717.34,1781152.02,1692094.42,1058509.99,633584.43,Completed,5
EXP-30283,2025-12-04,2025,Dec,CAR,Mountain Province,Post-Harvest Facilities,Multi-Crop Dryer Unit,Farmer Association,1,940184.37,940184.37,940184.37,601210.51,338973.86,Completed,4
EXP-30284,2026-04-19,2026,Apr,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,1,555.94,555.94,555.94,358.68,197.26,Completed,4
EXP-30285,2025-01-22,2025,Jan,CAR,Ifugao,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,20,1275583.61,25511672.2,25511672.2,15823735.53,9687936.67,Delivered,5
EXP-30286,2025-05-14,2025,May,CAR,Benguet,Agricultural Machinery,Rice Transplanters,Direct DA Grant,3,240137.29,720411.87,720411.87,515574.55,204837.32,Completed,5
EXP-30287,2025-09-23,2025,Sep,CAR,Apayao,High-Value Crops & Seeds,Vegetable Seed Packs,Direct DA Grant,5,655.09,3275.45,3275.45,2388.68,886.77,Completed,5
EXP-30288,2025-03-09,2025,Mar,CAR,Apayao,Post-Harvest Facilities,Multi-Crop Dryer Unit,LGU Co-op Procurement,20,675127.12,13502542.4,13502542.4,10596205.94,2906336.46,Pending Approval,5
EXP-30289,2026-01-05,2026,Jan,CAR,Ifugao,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,3,1985.25,5955.75,5360.18,3727.92,1632.26,Completed,1
EXP-30290,2025-02-12,2025,Feb,Region II,Ifugao,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,1,3201.74,3201.74,3041.65,2372.61,669.04,Completed,5
EXP-30291,2025-10-23,2025,Oct,CAR,Apayao,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,2,1906.01,3812.02,3621.42,2237.5,1383.92,In Transit,3
EXP-30292,2026-05-19,2026,May,CAR,Mountain Province,Agricultural Machinery,Rice Transplanters,Direct DA Grant,1,252722.21,252722.21,214813.88,142664.14,72149.74,Completed,4
EXP-30293,2025-10-22,2025,Oct,CAR,Apayao,Agricultural Machinery,Solar Irrigation Systems,Commercial Agri-Dealer,5,570340.01,2851700.05,2851700.05,2204997.6,646702.45,Delivered,4
EXP-30294,2026-02-24,2026,Feb,CAR,Benguet,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,1,721.33,721.33,685.26,455.23,230.03,Completed,5
EXP-30295,2025-03-29,2025,Mar,CAR,Mountain Province,Post-Harvest Facilities,Hermetic Storage Cocoons,Farmer Association,3,23431.14,70293.42,70293.42,48497.61,21795.81,Completed,4
EXP-30296,2025-01-21,2025,Jan,CAR,Ifugao,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,3,697.77,2093.31,2093.31,1389.16,704.15,Completed,5
EXP-30297,2025-10-04,2025,Oct,CAR,Kalinga,High-Value Crops & Seeds,High-Yield Corn Seeds,LGU Co-op Procurement,3,3457.11,10371.33,10371.33,8307.78,2063.55,Completed,5
EXP-30298,2025-04-07,2025,Apr,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),Commercial Agri-Dealer,2,576.73,1153.46,1153.46,741.27,412.19,In Transit,3
EXP-30299,2026-02-18,2026,Feb,CAR,Ifugao,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,2,1425.54,2851.08,2851.08,2163.47,687.61,Completed,4
EXP-30300,2026-03-26,2026,Mar,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,1,860.45,860.45,860.45,519.89,340.56,Completed,5
EXP-30301,2025-04-25,2025,Apr,CAR,Benguet,Agricultural Machinery,Four-Wheel Tractors,LGU Co-op Procurement,1,948326.03,948326.03,948326.03,619845.32,328480.71,Under Review,4
EXP-30302,2026-05-24,2026,May,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,2,593.02,1186.04,1126.74,850.09,276.65,Completed,3
EXP-30303,2025-04-03,2025,Apr,CAR,Apayao,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,2,713.48,1426.96,1284.26,894.62,389.64,Completed,3
EXP-30304,2025-01-07,2025,Jan,CAR,Kalinga,High-Value Crops & Seeds,Vegetable Seed Packs,Direct DA Grant,1,480.6,480.6,456.57,280.88,175.69,Delivered,4
EXP-30305,2026-01-15,2026,Jan,CAR,Abra,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,2,2502198.59,5004397.18,4754177.32,3711612.1,1042565.22,Completed,5
EXP-30306,2026-02-17,2026,Feb,CAR,Abra,Agricultural Machinery,Rice Transplanters,Commercial Agri-Dealer,2,230913.73,461827.46,461827.46,318726.82,143100.64,Completed,5
EXP-30307,2026-06-18,2026,Jun,CAR,Kalinga,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,20,543.79,10875.8,10875.8,8076.69,2799.11,In Transit,5
EXP-30308,2025-08-09,2025,Aug,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,1,600.87,600.87,570.83,418.9,151.93,Delivered,4
EXP-30309,2025-04-06,2025,Apr,CAR,Apayao,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,5,2031367.71,10156838.55,10156838.55,7506284.67,2650553.88,Completed,4
EXP-30310,2025-07-20,2025,Jul,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,1,634.48,634.48,602.76,462.24,140.52,Delivered,5
EXP-30311,2025-04-02,2025,Apr,CAR,Kalinga,Agricultural Machinery,Solar Irrigation Systems,Farmer Association,1,386764.3,386764.3,386764.3,283571.94,103192.36,In Transit,5
EXP-30312,2026-03-21,2026,Mar,CAR,Apayao,High-Value Crops & Seeds,High-Yield Corn Seeds,Farmer Association,2,2572.42,5144.84,5144.84,3765.76,1379.08,Delivered,4
EXP-30313,2025-12-02,2025,Dec,CAR,Abra,Agricultural Machinery,Rice Transplanters,LGU Co-op Procurement,2,176730.12,353460.24,353460.24,286610.14,66850.1,Completed,4
EXP-30314,2025-08-10,2025,Aug,CAR,Mountain Province,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,2,126073.42,252146.84,252146.84,187606.33,64540.51,In Transit,5
EXP-30315,2025-12-06,2025,Dec,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Farmer Association,2,1426.19,2852.38,2852.38,1874.32,978.06,Completed,4
EXP-30316,2025-04-30,2025,Apr,CAR,Kalinga,Post-Harvest Facilities,Rice Mill Processing Line,Direct DA Grant,5,1156875.98,5784379.9,5205941.91,3496122.84,1709819.07,In Transit,4
EXP-30317,2025-11-27,2025,Nov,CAR,Benguet,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,1,1614.34,1614.34,1372.19,921.92,450.27,Completed,5
EXP-30318,2025-12-17,2025,Dec,CAR,Mountain Province,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,20,85448.36,1708967.2,1538070.48,1210183.66,327886.82,Completed,5
EXP-30319,2025-06-15,2025,Jun,CAR,Apayao,Agricultural Machinery,Rice Transplanters,Farmer Association,1,291231.7,291231.7,291231.7,207520.02,83711.68,Completed,5
EXP-30320,2025-12-05,2025,Dec,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),Commercial Agri-Dealer,3,687.25,2061.75,1958.66,1234.85,723.81,In Transit,5
EXP-30321,2026-06-24,2026,Jun,CAR,Apayao,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,2,511.18,1022.36,1022.36,807.08,215.28,Completed,3
EXP-30322,2025-07-08,2025,Jul,CAR,Abra,High-Value Crops & Seeds,Vegetable Seed Packs,Direct DA Grant,1,725.0,725.0,652.5,482.17,170.33,Delivered,5
EXP-30323,2025-03-05,2025,Mar,CAR,Kalinga,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,3,1804.91,5414.73,5414.73,4044.3,1370.43,Completed,4
EXP-30324,2026-01-10,2026,Jan,CAR,Apayao,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,3,409205.35,1227616.05,1104854.45,818240.93,286613.52,Completed,4
EXP-30325,2026-03-14,2026,Mar,Region III,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,2,566.44,1132.88,1076.24,661.5,414.74,In Transit,3
EXP-30326,2026-06-03,2026,Jun,CAR,Abra,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,1,698.74,698.74,663.8,440.12,223.68,Completed,4
EXP-30327,2025-08-11,2025,Aug,CAR,Kalinga,Post-Harvest Facilities,Rice Mill Processing Line,Direct DA Grant,3,1743734.63,5231203.89,5231203.89,3538656.02,1692547.87,Delivered,3
EXP-30328,2026-05-09,2026,May,Region II,Apayao,Fertilizers & Soil Health,Inorganic NPK Blend,Direct DA Grant,1,1557.84,1557.84,1557.84,953.63,604.21,Completed,1
EXP-30329,2025-10-23,2025,Oct,CAR,Ifugao,Agricultural Machinery,Combine Harvesters,Direct DA Grant,1,1526253.92,1526253.92,1526253.92,959295.42,566958.5,Completed,2
EXP-30330,2025-03-27,2025,Mar,CAR,Apayao,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,5,1816761.26,9083806.3,9083806.3,5615628.17,3468178.13,Completed,4
EXP-30331,2026-03-29,2026,Mar,CAR,Mountain Province,Fertilizers & Soil Health,Inorganic NPK Blend,Direct DA Grant,1,1656.06,1656.06,1573.26,1038.67,534.59,Completed,5
EXP-30332,2026-03-15,2026,Mar,CAR,Abra,Agricultural Machinery,Rice Transplanters,Commercial Agri-Dealer,3,241686.28,725058.84,725058.84,541464.31,183594.53,Completed,5
EXP-30333,2026-06-09,2026,Jun,CAR,Abra,Post-Harvest Facilities,Multi-Crop Dryer Unit,Farmer Association,1,920209.6,920209.6,920209.6,647451.03,272758.57,Delivered,4
EXP-30334,2025-08-15,2025,Aug,CAR,Kalinga,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Direct DA Grant,2,1358.0,2716.0,2580.2,1619.64,960.56,Completed,4
EXP-30335,2025-07-07,2025,Jul,Region I,Benguet,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,20,481.25,9625.0,8662.5,6610.81,2051.69,Completed,5
EXP-30336,2026-02-16,2026,Feb,Region I,Mountain Province,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,1,2008.28,2008.28,1807.45,1470.15,337.3,Delivered,5
EXP-30337,2025-03-17,2025,Mar,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,1,557.95,557.95,474.26,287.19,187.07,Completed,5
EXP-30338,2026-06-09,2026,Jun,CAR,Abra,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,2,3385.19,6770.38,6431.86,4074.27,2357.59,Completed,5
EXP-30339,2025-04-19,2025,Apr,CAR,Abra,Post-Harvest Facilities,Rice Mill Processing Line,Direct DA Grant,1,1047163.89,1047163.89,942447.5,662517.21,279930.29,Completed,5
EXP-30340,2026-05-26,2026,May,CAR,Benguet,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,1,720.83,720.83,684.79,482.54,202.25,Completed,5
EXP-30341,2025-05-23,2025,May,CAR,Abra,Post-Harvest Facilities,Cold Storage Module,LGU Co-op Procurement,1,2592394.94,2592394.94,2462775.19,1628543.49,834231.7,Pending Approval,4
EXP-30342,2025-04-08,2025,Apr,CAR,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,Commercial Agri-Dealer,1,503609.4,503609.4,478428.93,316639.07,161789.86,In Transit,5
EXP-30343,2025-05-19,2025,May,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,647.75,647.75,615.36,445.81,169.55,Completed,4
EXP-30344,2025-08-21,2025,Aug,CAR,Benguet,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,1,1545083.75,1545083.75,1313321.19,980960.23,332360.96,Delivered,4
EXP-30345,2025-01-28,2025,Jan,CAR,Ifugao,High-Value Crops & Seeds,Vegetable Seed Packs,Farmer Association,2,579.8,1159.6,1159.6,928.66,230.94,Delivered,5
EXP-30346,2025-08-16,2025,Aug,CAR,Ifugao,High-Value Crops & Seeds,High-Yield Corn Seeds,LGU Co-op Procurement,1,3388.96,3388.96,3388.96,2266.86,1122.1,Pending Approval,5
EXP-30347,2026-04-05,2026,Apr,CAR,Ifugao,Agricultural Machinery,Rice Transplanters,Commercial Agri-Dealer,1,335726.11,335726.11,335726.11,213459.37,122266.74,Pending Approval,5
EXP-30348,2025-09-07,2025,Sep,Region II,Kalinga,Agricultural Machinery,Rice Transplanters,Farmer Association,2,330953.27,661906.54,661906.54,422946.6,238959.94,Delivered,5
EXP-30349,2025-04-15,2025,Apr,CAR,Ifugao,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,5,3234.24,16171.2,16171.2,12397.52,3773.68,Completed,5
EXP-30350,2026-01-13,2026,Jan,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,1,2212.61,2212.61,2101.98,1506.95,595.03,Completed,4
EXP-30351,2025-10-29,2025,Oct,CAR,Ifugao,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Direct DA Grant,2,998.19,1996.38,1796.74,1214.0,582.74,In Transit,4
EXP-30352,2025-07-11,2025,Jul,CAR,Kalinga,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,10,2209043.66,22090436.6,22090436.6,14488373.14,7602063.46,Completed,5
EXP-30353,2025-07-16,2025,Jul,CAR,Ifugao,Agricultural Machinery,Rice Transplanters,Direct DA Grant,1,297773.34,297773.34,282884.67,202857.79,80026.88,Completed,5
EXP-30354,2026-03-21,2026,Mar,Region III,Apayao,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,1,594248.52,594248.52,505111.24,350987.38,154123.86,Delivered,5
EXP-30355,2026-07-06,2026,Jul,Region II,Abra,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,2,576429.06,1152858.12,1152858.12,900591.42,252266.7,Delivered,5
EXP-30356,2026-06-13,2026,Jun,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,2,438.11,876.22,876.22,687.83,188.39,In Transit,4
EXP-30357,2025-09-26,2025,Sep,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),Commercial Agri-Dealer,1,491.91,491.91,467.31,288.26,179.05,Completed,5
EXP-30358,2026-03-24,2026,Mar,CAR,Benguet,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,3,1755.72,5267.16,5267.16,3644.28,1622.88,Delivered,5
EXP-30359,2025-05-02,2025,May,CAR,Benguet,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Direct DA Grant,2,1343.41,2686.82,2418.14,1962.8,455.34,Completed,5
EXP-30360,2026-04-08,2026,Apr,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,1,889.43,889.43,800.49,507.82,292.67,Delivered,5
EXP-30361,2025-05-16,2025,May,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,418.05,418.05,397.15,242.68,154.47,Completed,5
EXP-30362,2026-04-03,2026,Apr,CAR,Kalinga,Fertilizers & Soil Health,Inorganic NPK Blend,LGU Co-op Procurement,2,1845.18,3690.36,3505.84,2739.41,766.43,Completed,4
EXP-30363,2026-05-09,2026,May,CAR,Abra,Agricultural Machinery,Power Tillers,Farmer Association,1,133204.86,133204.86,126544.62,89401.82,37142.8,Completed,3
EXP-30364,2026-03-23,2026,Mar,CAR,Benguet,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,3,1912846.0,5738538.0,5738538.0,3738412.61,2000125.39,In Transit,5
EXP-30365,2025-07-12,2025,Jul,CAR,Ifugao,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,2,933.54,1867.08,1773.73,1453.53,320.2,Completed,5
EXP-30366,2025-03-24,2025,Mar,CAR,Kalinga,Post-Harvest Facilities,Multi-Crop Dryer Unit,Commercial Agri-Dealer,2,603608.21,1207216.42,1207216.42,766883.79,440332.63,Delivered,3
EXP-30367,2026-05-09,2026,May,CAR,Apayao,Fertilizers & Soil Health,Bio-Inoculant Strains,Commercial Agri-Dealer,1,662.23,662.23,662.23,446.24,215.99,In Transit,3
EXP-30368,2026-05-18,2026,May,Region II,Abra,Agricultural Machinery,Rice Transplanters,Direct DA Grant,2,335292.76,670585.52,670585.52,408162.74,262422.78,Delivered,3
EXP-30369,2025-12-30,2025,Dec,Region II,Apayao,Fertilizers & Soil Health,Bio-Inoculant Strains,Commercial Agri-Dealer,2,318.12,636.24,636.24,518.05,118.19,Completed,4
EXP-30370,2025-01-12,2025,Jan,Region III,Kalinga,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,1,662.54,662.54,662.54,516.65,145.89,Completed,4
EXP-30371,2026-02-04,2026,Feb,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,2,323.08,646.16,646.16,435.23,210.93,Completed,4
EXP-30372,2025-03-05,2025,Mar,Region III,Apayao,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,3,441595.19,1324785.57,1324785.57,913701.26,411084.31,Completed,4
EXP-30373,2026-03-03,2026,Mar,CAR,Benguet,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,1,2086.19,2086.19,2086.19,1307.76,778.43,In Transit,4
EXP-30374,2025-05-28,2025,May,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Direct DA Grant,1,979.51,979.51,930.53,667.87,262.66,Pending Approval,5
EXP-30375,2025-05-15,2025,May,CAR,Benguet,Agricultural Machinery,Rice Transplanters,Farmer Association,3,308763.62,926290.86,926290.86,732272.14,194018.72,Delivered,5
EXP-30376,2025-05-10,2025,May,CAR,Benguet,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,5,1759.19,8795.95,8795.95,7085.8,1710.15,Completed,4
EXP-30377,2026-02-14,2026,Feb,CAR,Ifugao,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,5,528.1,2640.5,2244.42,1491.85,752.57,Completed,3
EXP-30378,2025-04-18,2025,Apr,CAR,Apayao,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,3,2179151.56,6537454.68,6210581.95,4169489.49,2041092.46,Delivered,4
EXP-30379,2025-11-12,2025,Nov,CAR,Abra,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,3,346572.94,1039718.82,1039718.82,782199.13,257519.69,Delivered,5
EXP-30380,2025-09-03,2025,Sep,CAR,Apayao,Agricultural Machinery,Four-Wheel Tractors,Farmer Association,1,1394612.48,1394612.48,1324881.86,894414.63,430467.23,Completed,5
EXP-30381,2025-07-20,2025,Jul,CAR,Ifugao,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,1,1939.61,1939.61,1842.63,1278.43,564.2,Completed,4
EXP-30382,2025-03-19,2025,Mar,CAR,Apayao,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,2,700.67,1401.34,1401.34,995.04,406.3,Delivered,5
EXP-30383,2025-05-08,2025,May,CAR,Kalinga,Post-Harvest Facilities,Cold Storage Module,Direct DA Grant,3,1457906.63,4373719.89,4373719.89,3129849.12,1243870.77,Completed,4
EXP-30384,2025-05-28,2025,May,CAR,Kalinga,Post-Harvest Facilities,Hermetic Storage Cocoons,LGU Co-op Procurement,3,22609.07,67827.21,67827.21,54488.52,13338.69,Completed,5
EXP-30385,2026-01-31,2026,Jan,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),Commercial Agri-Dealer,1,776.77,776.77,776.77,605.07,171.7,Completed,5
EXP-30386,2026-01-07,2026,Jan,CAR,Abra,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,1,2125.7,2125.7,2125.7,1608.45,517.25,Completed,5
EXP-30387,2025-09-08,2025,Sep,CAR,Kalinga,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,1,2374.58,2374.58,2374.58,1623.25,751.33,Completed,5
EXP-30388,2026-07-20,2026,Jul,CAR,Apayao,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,1,439.44,439.44,395.5,277.66,117.84,Completed,4
EXP-30389,2025-11-22,2025,Nov,CAR,Ifugao,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,2,593.25,1186.5,1186.5,862.9,323.6,Delivered,3
EXP-30390,2025-04-12,2025,Apr,CAR,Kalinga,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,1,1386639.94,1386639.94,1386639.94,967136.18,419503.76,Completed,5
EXP-30391,2025-01-26,2025,Jan,CAR,Ifugao,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,1,103309.95,103309.95,103309.95,64383.42,38926.53,Completed,4
EXP-30392,2026-02-15,2026,Feb,CAR,Apayao,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,3,2096633.9,6289901.7,6289901.7,4199827.74,2090073.96,In Transit,4
EXP-30393,2026-01-11,2026,Jan,CAR,Benguet,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,3,139725.25,419175.75,398216.96,268480.51,129736.45,Delivered,3
EXP-30394,2025-09-26,2025,Sep,CAR,Mountain Province,High-Value Crops & Seeds,High-Yield Corn Seeds,Farmer Association,20,2406.04,48120.8,45714.76,36788.56,8926.2,Under Review,5
EXP-30395,2026-05-13,2026,May,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,5,455.53,2277.65,2277.65,1405.03,872.62,Completed,5
EXP-30396,2026-02-18,2026,Feb,CAR,Kalinga,Post-Harvest Facilities,Multi-Crop Dryer Unit,Farmer Association,5,507573.09,2537865.45,2537865.45,1738946.35,798919.1,Completed,5
EXP-30397,2025-08-05,2025,Aug,Region II,Kalinga,Post-Harvest Facilities,Cold Storage Module,Farmer Association,1,1443639.78,1443639.78,1443639.78,949544.72,494095.06,Completed,5
EXP-30398,2025-07-07,2025,Jul,CAR,Apayao,Agricultural Machinery,Four-Wheel Tractors,Commercial Agri-Dealer,3,1233978.0,3701934.0,3701934.0,2255337.01,1446596.99,Completed,5
EXP-30399,2025-10-19,2025,Oct,Region II,Kalinga,Fertilizers & Soil Health,Bio-Inoculant Strains,Commercial Agri-Dealer,2,605.28,1210.56,1210.56,772.17,438.39,Completed,4
EXP-30400,2026-06-13,2026,Jun,CAR,Benguet,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,2,1930.65,3861.3,3668.24,2265.66,1402.58,In Transit,4
EXP-30401,2025-09-12,2025,Sep,Region I,Ifugao,Post-Harvest Facilities,Multi-Crop Dryer Unit,Commercial Agri-Dealer,50,611549.85,30577492.5,30577492.5,20997867.74,9579624.76,Completed,4
EXP-30402,2025-12-23,2025,Dec,CAR,Abra,Agricultural Machinery,Rice Transplanters,Farmer Association,5,246255.59,1231277.95,1046586.26,633032.46,413553.8,In Transit,5
EXP-30403,2025-04-27,2025,Apr,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,1,516.88,516.88,516.88,331.65,185.23,Under Review,4
EXP-30404,2026-01-13,2026,Jan,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,564.6,564.6,536.37,387.28,149.09,Delivered,4
EXP-30405,2026-07-21,2026,Jul,Region II,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,1,395293.73,395293.73,395293.73,239004.33,156289.4,Delivered,5
EXP-30406,2025-11-26,2025,Nov,CAR,Ifugao,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,2,1188.12,2376.24,2376.24,1522.17,854.07,Completed,5
EXP-30407,2025-12-15,2025,Dec,Region II,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,1,689.43,689.43,689.43,414.77,274.66,Completed,3
EXP-30408,2025-11-30,2025,Nov,CAR,Abra,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,3,908771.5,2726314.5,2589998.77,2068393.82,521604.95,Completed,4
EXP-30409,2026-01-04,2026,Jan,CAR,Ifugao,Agricultural Machinery,Solar Irrigation Systems,Commercial Agri-Dealer,3,594411.03,1783233.09,1694071.44,1270083.98,423987.46,Delivered,4
EXP-30410,2025-01-25,2025,Jan,CAR,Ifugao,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,1,67291.25,67291.25,63926.69,40745.08,23181.61,Delivered,5
EXP-30411,2026-04-13,2026,Apr,CAR,Mountain Province,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,1,623.96,623.96,530.37,388.16,142.21,Completed,5
EXP-30412,2026-01-02,2026,Jan,CAR,Apayao,Agricultural Machinery,Rice Transplanters,Commercial Agri-Dealer,2,259385.78,518771.56,466894.4,287607.74,179286.66,Delivered,1
EXP-30413,2025-11-05,2025,Nov,CAR,Mountain Province,High-Value Crops & Seeds,High-Yield Corn Seeds,LGU Co-op Procurement,1,3461.25,3461.25,3461.25,2388.71,1072.54,Completed,4
EXP-30414,2025-10-16,2025,Oct,CAR,Benguet,High-Value Crops & Seeds,Vegetable Seed Packs,LGU Co-op Procurement,1,287.39,287.39,244.28,194.41,49.87,Completed,5
EXP-30415,2025-11-06,2025,Nov,CAR,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,Farmer Association,1,486409.62,486409.62,486409.62,308832.21,177577.41,Completed,5
EXP-30416,2025-03-05,2025,Mar,CAR,Abra,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,1,480.11,480.11,480.11,348.86,131.25,Completed,4
EXP-30417,2026-04-11,2026,Apr,CAR,Abra,Agricultural Machinery,Combine Harvesters,Direct DA Grant,3,1554831.86,4664495.58,4664495.58,3066699.37,1597796.21,Delivered,4
EXP-30418,2025-04-22,2025,Apr,CAR,Abra,Agricultural Machinery,Four-Wheel Tractors,LGU Co-op Procurement,1,893227.49,893227.49,893227.49,653704.83,239522.66,Completed,5
EXP-30419,2025-09-06,2025,Sep,Region I,Abra,Agricultural Machinery,Power Tillers,Farmer Association,1,85495.17,85495.17,85495.17,62090.62,23404.55,Completed,5
EXP-30420,2025-02-04,2025,Feb,CAR,Apayao,Post-Harvest Facilities,Rice Mill Processing Line,Commercial Agri-Dealer,2,1111759.74,2223519.48,2223519.48,1621791.97,601727.51,Completed,4
EXP-30421,2026-05-14,2026,May,CAR,Apayao,Agricultural Machinery,Rice Transplanters,Direct DA Grant,1,186157.03,186157.03,186157.03,121804.14,64352.89,Completed,5
EXP-30422,2025-02-17,2025,Feb,CAR,Kalinga,Agricultural Machinery,Rice Transplanters,Commercial Agri-Dealer,3,304534.2,913602.6,913602.6,551097.86,362504.74,Completed,3
