Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Country,Product_Category,Product_Name,Unit_Price,Quantity,Discount_Pct,Sales_Revenue,Cost,Profit,Shipping_Status,Satisfaction_Rating
ORD-20514,2026-07-15,CUST-1198,Small Business,Latin America,Brazil,Electronics,Laptops & Workstations,1786.74,8,0.0,14293.92,9483.32,4810.6,Delivered,4
ORD-20515,2026-03-29,CUST-1370,Corporate,North America,Mexico,Software & Cloud,Cloud Analytics Suite,2791.34,2,0.05,5303.55,677.91,4625.64,Cancelled,1
ORD-20516,2025-06-30,CUST-1338,Small Business,Europe,Spain,Software & Cloud,Cybersecurity Suite,1178.76,2,0.2,1886.02,421.42,1464.6,Shipped,4
ORD-20517,2025-04-29,CUST-1359,Enterprise,North America,USA,Electronics,Laptops & Workstations,1449.45,3,0.0,4348.35,3206.12,1142.23,Delivered,4
ORD-20518,2025-07-02,CUST-1200,Small Business,Europe,Netherlands,Office Furniture,Conference Tables,1235.46,1,0.0,1235.46,653.42,582.04,Delivered,3
ORD-20519,2025-01-26,CUST-1386,Small Business,North America,Mexico,Software & Cloud,Cybersecurity Suite,1446.23,4,0.0,5784.92,948.34,4836.58,Delivered,4
ORD-20520,2025-10-13,CUST-1156,Corporate,Europe,France,Office Furniture,LED Desk Lighting,168.07,1,0.05,159.67,86.3,73.37,Delivered,3
ORD-20521,2025-06-04,CUST-1196,Enterprise,Asia Pacific,Singapore,Software & Cloud,Cloud Analytics Suite,1173.98,4,0.15,3991.53,653.86,3337.67,Delivered,5
ORD-20522,2026-02-12,CUST-1047,Corporate,North America,USA,Office Furniture,LED Desk Lighting,165.78,3,0.0,497.34,280.92,216.42,Delivered,5
ORD-20523,2025-02-02,CUST-1277,Consumer,Europe,United Kingdom,Electronics,Monitors & Displays,508.92,2,0.1,916.06,650.19,265.87,Shipped,3
ORD-20524,2025-05-16,CUST-1220,Corporate,Europe,Germany,Electronics,Smartphones & Tablets,1233.57,3,0.0,3700.71,2923.57,777.14,Delivered,3
ORD-20525,2026-07-17,CUST-1386,Small Business,Latin America,Brazil,Electronics,Wireless Audio,277.97,1,0.05,264.07,206.78,57.29,Delivered,3
ORD-20526,2025-11-18,CUST-1234,Consumer,Europe,Spain,Electronics,Monitors & Displays,557.79,3,0.15,1422.36,873.09,549.27,Delivered,3
ORD-20527,2026-05-09,CUST-1216,Enterprise,North America,USA,Software & Cloud,Cloud Analytics Suite,2158.18,2,0.05,4100.54,1160.21,2940.33,Delivered,3
ORD-20528,2025-11-21,CUST-1068,Corporate,North America,Mexico,Office Furniture,Ergonomic Executive Chairs,752.59,3,0.05,2144.88,1173.66,971.22,Delivered,5
ORD-20529,2025-12-10,CUST-1309,Small Business,Europe,Spain,Office Supplies,Breakroom Supplies,189.64,1,0.0,189.64,105.53,84.11,Delivered,4
ORD-20530,2025-08-22,CUST-1050,Small Business,North America,USA,Office Supplies,Presentation Equipment,215.28,1,0.05,204.52,143.16,61.36,Delivered,4
ORD-20531,2025-09-19,CUST-1386,Small Business,North America,Mexico,Office Supplies,Presentation Equipment,420.3,2,0.0,840.6,462.33,378.27,Delivered,4
ORD-20532,2026-06-13,CUST-1345,Small Business,North America,Canada,Office Furniture,LED Desk Lighting,151.81,1,0.05,144.22,67.89,76.33,Delivered,4
ORD-20533,2026-07-04,CUST-1215,Corporate,Europe,Netherlands,Office Supplies,Presentation Equipment,541.9,1,0.0,541.9,277.51,264.39,Delivered,4
ORD-20534,2025-01-24,CUST-1219,Corporate,North America,Canada,Software & Cloud,DevOps Productivity Tools,706.18,3,0.05,2012.61,401.62,1610.99,Delivered,5
ORD-20535,2025-04-12,CUST-1020,Small Business,North America,Canada,Electronics,Wireless Audio,177.51,2,0.0,355.02,221.21,133.81,Delivered,4
ORD-20536,2025-05-15,CUST-1301,Enterprise,North America,USA,Office Furniture,Ergonomic Executive Chairs,885.88,1,0.2,708.7,460.16,248.54,Delivered,4
ORD-20537,2025-07-10,CUST-1389,Consumer,North America,USA,Office Furniture,LED Desk Lighting,166.01,8,0.0,1328.08,632.66,695.42,Delivered,4
ORD-20538,2025-09-17,CUST-1312,Consumer,North America,Mexico,Electronics,Smartphones & Tablets,737.38,1,0.0,737.38,464.46,272.92,Delivered,3
ORD-20539,2025-01-14,CUST-1358,Enterprise,Middle East & Africa,Saudi Arabia,Software & Cloud,Cybersecurity Suite,2057.0,8,0.0,16456.0,4836.46,11619.54,Delivered,5
ORD-20540,2025-07-18,CUST-1141,Corporate,Europe,Spain,Office Supplies,High-Volume Printers,578.41,2,0.0,1156.82,708.8,448.02,Delivered,2
ORD-20541,2025-12-21,CUST-1063,Small Business,North America,Mexico,Electronics,Laptops & Workstations,1852.03,2,0.0,3704.06,2321.12,1382.94,Delivered,4
ORD-20542,2025-05-10,CUST-1133,Corporate,North America,Mexico,Electronics,Laptops & Workstations,2493.57,8,0.0,19948.56,12426.2,7522.36,Delivered,3
ORD-20543,2025-03-20,CUST-1293,Corporate,North America,USA,Software & Cloud,Cloud Analytics Suite,4294.03,3,0.05,12237.99,1992.9,10245.09,Delivered,3
ORD-20544,2025-08-22,CUST-1364,Corporate,North America,USA,Software & Cloud,DevOps Productivity Tools,1071.34,3,0.0,3214.02,525.44,2688.58,Delivered,5
ORD-20545,2025-04-16,CUST-1076,Corporate,North America,Mexico,Office Furniture,Acoustic Office Pods,4416.92,3,0.1,11925.68,7062.82,4862.86,Processing,3
ORD-20546,2025-11-14,CUST-1380,Enterprise,Europe,Germany,Electronics,Laptops & Workstations,2328.35,5,0.0,11641.75,9157.15,2484.6,Shipped,4
ORD-20547,2025-02-11,CUST-1170,Consumer,North America,Canada,Electronics,Laptops & Workstations,2042.95,3,0.1,5515.97,4153.94,1362.03,Delivered,3
ORD-20548,2025-05-04,CUST-1175,Small Business,Europe,Spain,Software & Cloud,AI Assistant Subscription,709.08,2,0.0,1418.16,374.99,1043.17,Delivered,4
ORD-20549,2025-03-30,CUST-1300,Corporate,North America,Canada,Office Supplies,Paper & Stationeries Pack,89.32,1,0.0,89.32,57.24,32.08,Delivered,4
ORD-20550,2026-02-05,CUST-1167,Corporate,North America,Mexico,Electronics,Smart Wearables,373.16,5,0.0,1865.8,1346.08,519.72,Delivered,4
ORD-20551,2025-12-26,CUST-1307,Small Business,Europe,France,Software & Cloud,Cybersecurity Suite,931.51,1,0.0,931.51,167.62,763.89,Delivered,3
ORD-20552,2026-02-08,CUST-1127,Enterprise,North America,Canada,Electronics,Smartphones & Tablets,1298.11,1,0.0,1298.11,939.46,358.65,Delivered,3
ORD-20553,2026-05-21,CUST-1278,Corporate,Asia Pacific,Australia,Office Furniture,LED Desk Lighting,130.62,2,0.1,235.12,126.69,108.43,Processing,4
ORD-20554,2026-02-25,CUST-1244,Corporate,North America,Canada,Electronics,Smartphones & Tablets,728.57,3,0.0,2185.71,1553.62,632.09,Delivered,4
ORD-20555,2025-07-13,CUST-1043,Small Business,Europe,France,Electronics,Laptops & Workstations,1413.48,1,0.0,1413.48,867.88,545.6,Delivered,5
ORD-20556,2025-04-01,CUST-1101,Consumer,Middle East & Africa,South Africa,Office Furniture,LED Desk Lighting,84.79,2,0.0,169.58,78.41,91.17,Processing,4
ORD-20557,2026-02-27,CUST-1041,Corporate,Europe,United Kingdom,Office Supplies,Paper & Stationeries Pack,108.69,1,0.0,108.69,54.54,54.15,Cancelled,1
ORD-20558,2025-03-22,CUST-1362,Small Business,North America,USA,Software & Cloud,AI Assistant Subscription,867.4,1,0.0,867.4,123.79,743.61,Delivered,3
ORD-20559,2025-01-19,CUST-1364,Enterprise,Asia Pacific,South Korea,Office Supplies,Paper & Stationeries Pack,61.23,2,0.1,110.21,72.38,37.83,Delivered,3
ORD-20560,2026-04-13,CUST-1235,Consumer,Europe,Netherlands,Software & Cloud,AI Assistant Subscription,644.89,2,0.0,1289.78,334.29,955.49,Delivered,3
ORD-20561,2026-07-17,CUST-1337,Enterprise,Europe,Spain,Software & Cloud,DevOps Productivity Tools,1236.86,1,0.0,1236.86,155.4,1081.46,Cancelled,1
ORD-20562,2025-10-17,CUST-1117,Corporate,North America,USA,Office Supplies,Storage & Archiving Units,86.29,5,0.1,388.31,196.28,192.03,Delivered,4
ORD-20563,2025-04-03,CUST-1057,Enterprise,Latin America,Colombia,Electronics,Smart Wearables,243.45,1,0.0,243.45,184.37,59.08,Delivered,5
ORD-20564,2025-10-28,CUST-1060,Corporate,Europe,United Kingdom,Electronics,Wireless Audio,227.67,2,0.0,455.34,298.63,156.71,Delivered,4
ORD-20565,2025-06-19,CUST-1198,Small Business,Asia Pacific,South Korea,Electronics,Wireless Audio,133.89,2,0.0,267.78,179.05,88.73,Delivered,4
ORD-20566,2026-03-04,CUST-1253,Enterprise,North America,Canada,Office Furniture,Conference Tables,1225.83,1,0.0,1225.83,735.77,490.06,Delivered,3
ORD-20567,2026-05-21,CUST-1295,Enterprise,North America,Mexico,Software & Cloud,AI Assistant Subscription,819.6,8,0.0,6556.8,1523.6,5033.2,Delivered,5
ORD-20568,2026-06-09,CUST-1289,Small Business,Europe,Netherlands,Software & Cloud,Cloud Analytics Suite,3642.52,4,0.1,13113.07,1720.66,11392.41,Processing,3
ORD-20569,2026-02-12,CUST-1265,Small Business,Latin America,Brazil,Software & Cloud,Cloud Analytics Suite,3643.59,2,0.1,6558.46,1041.0,5517.46,Shipped,2
ORD-20570,2026-07-23,CUST-1309,Enterprise,Europe,Spain,Office Furniture,Conference Tables,1198.92,1,0.05,1138.97,517.62,621.35,Delivered,4
ORD-20571,2026-01-28,CUST-1399,Enterprise,North America,Mexico,Electronics,Smart Wearables,231.44,1,0.0,231.44,147.85,83.59,Delivered,5
ORD-20572,2026-05-31,CUST-1379,Corporate,Latin America,Brazil,Software & Cloud,AI Assistant Subscription,960.67,4,0.0,3842.68,711.19,3131.49,Delivered,3
ORD-20573,2026-02-16,CUST-1087,Small Business,North America,Mexico,Software & Cloud,Enterprise CRM License,1792.38,2,0.05,3405.52,757.18,2648.34,Delivered,3
ORD-20574,2025-08-15,CUST-1326,Enterprise,Europe,France,Office Supplies,Paper & Stationeries Pack,44.5,2,0.0,89.0,49.86,39.14,Delivered,3
ORD-20575,2025-05-01,CUST-1190,Corporate,Europe,France,Electronics,Monitors & Displays,338.16,1,0.0,338.16,236.07,102.09,Shipped,5
ORD-20576,2025-09-04,CUST-1037,Corporate,Asia Pacific,South Korea,Electronics,Smart Wearables,389.62,1,0.05,370.14,262.05,108.09,Delivered,3
ORD-20577,2025-02-21,CUST-1111,Small Business,Europe,Spain,Software & Cloud,Cloud Analytics Suite,1776.68,1,0.0,1776.68,488.41,1288.27,Delivered,3
ORD-20578,2026-04-03,CUST-1111,Corporate,Asia Pacific,Singapore,Electronics,Smartphones & Tablets,802.37,3,0.05,2286.75,1419.89,866.86,Delivered,4
ORD-20579,2026-03-04,CUST-1064,Small Business,Latin America,Colombia,Electronics,Smartphones & Tablets,1094.88,4,0.05,4160.54,3014.73,1145.81,Shipped,3
ORD-20580,2026-07-15,CUST-1112,Enterprise,North America,Canada,Software & Cloud,AI Assistant Subscription,806.73,1,0.0,806.73,106.37,700.36,Delivered,4
ORD-20581,2026-05-01,CUST-1102,Consumer,North America,Canada,Electronics,Smart Wearables,168.56,3,0.0,505.68,338.77,166.91,Shipped,4
ORD-20582,2025-03-30,CUST-1140,Small Business,North America,USA,Electronics,Laptops & Workstations,2320.12,1,0.0,2320.12,1812.71,507.41,Delivered,3
ORD-20583,2025-05-13,CUST-1390,Corporate,Middle East & Africa,UAE,Software & Cloud,AI Assistant Subscription,858.03,2,0.2,1372.85,221.46,1151.39,Delivered,5
ORD-20584,2025-12-27,CUST-1136,Small Business,Latin America,Chile,Software & Cloud,Enterprise CRM License,1026.61,2,0.0,2053.22,487.58,1565.64,Delivered,4
ORD-20585,2025-01-30,CUST-1388,Enterprise,North America,USA,Electronics,Monitors & Displays,368.12,1,0.0,368.12,239.44,128.68,Processing,4
ORD-20586,2025-02-19,CUST-1239,Small Business,Europe,Germany,Electronics,Wireless Audio,221.01,2,0.05,419.92,254.48,165.44,Shipped,3
ORD-20587,2026-01-25,CUST-1165,Enterprise,Europe,Netherlands,Electronics,Smartphones & Tablets,799.48,4,0.0,3197.92,2027.84,1170.08,Delivered,4
ORD-20588,2026-05-17,CUST-1217,Small Business,Europe,Netherlands,Electronics,Monitors & Displays,792.28,1,0.05,752.67,546.25,206.42,Delivered,3
ORD-20589,2026-02-10,CUST-1227,Enterprise,North America,Canada,Electronics,Laptops & Workstations,1571.34,1,0.1,1414.21,1097.93,316.28,Shipped,5
ORD-20590,2026-01-25,CUST-1393,Enterprise,North America,Mexico,Software & Cloud,DevOps Productivity Tools,1321.55,2,0.1,2378.79,671.86,1706.93,Cancelled,1
ORD-20591,2025-02-27,CUST-1342,Enterprise,North America,USA,Software & Cloud,DevOps Productivity Tools,1280.55,5,0.0,6402.75,826.19,5576.56,Shipped,4
ORD-20592,2026-07-15,CUST-1326,Enterprise,Europe,Spain,Office Furniture,Acoustic Office Pods,4821.09,1,0.1,4338.98,2556.14,1782.84,Delivered,4
ORD-20593,2026-02-02,CUST-1097,Corporate,Europe,Spain,Electronics,Monitors & Displays,688.86,2,0.1,1239.95,834.1,405.85,Delivered,3
ORD-20594,2026-04-10,CUST-1367,Enterprise,North America,Canada,Office Supplies,High-Volume Printers,596.18,4,0.0,2384.72,1565.69,819.03,Delivered,3
ORD-20595,2026-03-09,CUST-1298,Small Business,Europe,Spain,Office Furniture,LED Desk Lighting,78.65,3,0.0,235.95,144.81,91.14,Delivered,3
ORD-20596,2026-04-30,CUST-1268,Enterprise,North America,Canada,Software & Cloud,Cloud Analytics Suite,2420.72,4,0.05,9198.74,2550.12,6648.62,Delivered,3
ORD-20597,2025-06-13,CUST-1382,Small Business,North America,USA,Office Furniture,Ergonomic Executive Chairs,596.51,2,0.0,1193.02,739.1,453.92,Delivered,4
ORD-20598,2026-06-02,CUST-1227,Consumer,Middle East & Africa,South Africa,Office Furniture,Ergonomic Executive Chairs,372.54,2,0.1,670.57,410.33,260.24,Delivered,3
ORD-20599,2025-06-13,CUST-1254,Corporate,North America,Canada,Electronics,Wireless Audio,274.09,4,0.1,986.72,765.29,221.43,Delivered,4
ORD-20600,2026-04-14,CUST-1332,Corporate,Europe,United Kingdom,Software & Cloud,Cybersecurity Suite,1380.64,1,0.1,1242.58,231.43,1011.15,Delivered,4
ORD-20601,2025-12-09,CUST-1370,Enterprise,North America,Mexico,Office Furniture,Conference Tables,1489.52,2,0.0,2979.04,1643.14,1335.9,Delivered,3
ORD-20602,2026-06-27,CUST-1322,Corporate,Asia Pacific,South Korea,Software & Cloud,Cybersecurity Suite,1012.57,1,0.0,1012.57,277.24,735.33,Shipped,4
ORD-20603,2025-12-25,CUST-1365,Corporate,North America,Canada,Electronics,Laptops & Workstations,1420.31,2,0.2,2272.5,1648.76,623.74,Delivered,1
ORD-20604,2025-11-24,CUST-1082,Enterprise,Latin America,Chile,Office Furniture,LED Desk Lighting,179.16,4,0.1,644.98,338.49,306.49,Cancelled,1
ORD-20605,2026-03-30,CUST-1366,Corporate,North America,USA,Software & Cloud,Cybersecurity Suite,1343.33,5,0.2,5373.32,1358.43,4014.89,Delivered,3
ORD-20606,2025-04-17,CUST-1392,Enterprise,Asia Pacific,Australia,Office Supplies,High-Volume Printers,1068.17,1,0.0,1068.17,561.85,506.32,Delivered,4
ORD-20607,2026-02-07,CUST-1366,Consumer,Europe,France,Software & Cloud,Cloud Analytics Suite,4138.22,1,0.05,3931.31,1156.16,2775.15,Processing,5
ORD-20608,2026-07-07,CUST-1164,Small Business,Middle East & Africa,UAE,Electronics,Wireless Audio,198.54,1,0.0,198.54,140.11,58.43,Delivered,4
ORD-20609,2026-05-04,CUST-1190,Enterprise,Europe,United Kingdom,Software & Cloud,DevOps Productivity Tools,779.83,2,0.1,1403.69,306.87,1096.82,Delivered,4
ORD-20610,2026-03-25,CUST-1188,Corporate,North America,USA,Software & Cloud,AI Assistant Subscription,716.11,1,0.15,608.69,110.98,497.71,Delivered,3
ORD-20611,2026-07-12,CUST-1240,Corporate,Europe,United Kingdom,Software & Cloud,Cloud Analytics Suite,2919.68,2,0.0,5839.36,1381.28,4458.08,Delivered,5
ORD-20612,2026-03-30,CUST-1097,Small Business,Europe,United Kingdom,Software & Cloud,AI Assistant Subscription,825.68,2,0.05,1568.79,191.62,1377.17,Delivered,4
ORD-20613,2026-06-25,CUST-1093,Consumer,North America,Mexico,Electronics,Smartphones & Tablets,897.7,3,0.0,2693.1,1778.22,914.88,Delivered,3
ORD-20614,2026-01-08,CUST-1176,Corporate,North America,Canada,Electronics,Smartphones & Tablets,720.83,1,0.1,648.75,451.11,197.64,Delivered,4
ORD-20615,2025-01-24,CUST-1187,Corporate,Latin America,Colombia,Electronics,Smartphones & Tablets,1219.88,3,0.05,3476.66,2720.61,756.05,Delivered,4
ORD-20616,2025-06-20,CUST-1314,Corporate,Middle East & Africa,Saudi Arabia,Software & Cloud,AI Assistant Subscription,431.95,1,0.0,431.95,72.78,359.17,Delivered,3
ORD-20617,2025-11-29,CUST-1103,Enterprise,North America,Mexico,Electronics,Smart Wearables,189.31,1,0.05,179.84,140.35,39.49,Delivered,5
ORD-20618,2026-02-28,CUST-1339,Corporate,Asia Pacific,Japan,Software & Cloud,Cybersecurity Suite,794.32,2,0.1,1429.78,218.84,1210.94,Delivered,4
ORD-20619,2025-05-30,CUST-1074,Corporate,Europe,Netherlands,Software & Cloud,AI Assistant Subscription,945.2,2,0.05,1795.88,451.85,1344.03,Processing,5
ORD-20620,2026-03-26,CUST-1110,Small Business,Latin America,Brazil,Electronics,Laptops & Workstations,2041.52,1,0.0,2041.52,1354.22,687.3,Shipped,5
ORD-20621,2026-04-05,CUST-1228,Corporate,North America,Canada,Software & Cloud,DevOps Productivity Tools,943.74,2,0.15,1604.36,305.92,1298.44,Delivered,5
ORD-20622,2025-04-21,CUST-1020,Corporate,North America,Canada,Office Furniture,Adjustable Standing Desks,1298.89,3,0.1,3507.0,2026.36,1480.64,Delivered,4
ORD-20623,2026-04-26,CUST-1000,Enterprise,Latin America,Colombia,Office Furniture,Ergonomic Executive Chairs,826.01,4,0.05,3138.84,1503.64,1635.2,Delivered,4
ORD-20624,2025-10-18,CUST-1086,Corporate,Europe,Netherlands,Electronics,Smartphones & Tablets,1146.37,1,0.0,1146.37,745.89,400.48,Delivered,4
ORD-20625,2025-08-02,CUST-1074,Small Business,North America,USA,Software & Cloud,AI Assistant Subscription,815.71,3,0.2,1957.7,493.81,1463.89,Delivered,5
ORD-20626,2026-07-22,CUST-1264,Corporate,North America,Canada,Office Furniture,Ergonomic Executive Chairs,904.79,1,0.05,859.55,504.73,354.82,Delivered,4
ORD-20627,2025-04-13,CUST-1074,Corporate,North America,USA,Office Furniture,Ergonomic Executive Chairs,940.92,5,0.0,4704.6,2332.8,2371.8,Delivered,5
ORD-20628,2026-04-27,CUST-1036,Consumer,North America,Mexico,Electronics,Laptops & Workstations,2399.31,1,0.05,2279.34,1720.1,559.24,Delivered,5
ORD-20629,2025-12-12,CUST-1076,Corporate,North America,Mexico,Office Furniture,Ergonomic Executive Chairs,758.33,1,0.05,720.41,431.15,289.26,Delivered,3
ORD-20630,2026-02-07,CUST-1207,Small Business,Europe,Germany,Electronics,Wireless Audio,317.29,2,0.0,634.58,380.97,253.61,Delivered,5
ORD-20631,2025-08-12,CUST-1102,Corporate,North America,Mexico,Electronics,Smart Wearables,234.35,2,0.0,468.7,355.25,113.45,Delivered,3
ORD-20632,2025-10-04,CUST-1181,Corporate,Latin America,Colombia,Electronics,Monitors & Displays,383.65,1,0.0,383.65,244.15,139.5,Delivered,4
ORD-20633,2026-03-19,CUST-1153,Small Business,Latin America,Colombia,Electronics,Laptops & Workstations,2234.23,4,0.0,8936.92,6991.32,1945.6,Delivered,4
ORD-20634,2025-01-31,CUST-1028,Corporate,Middle East & Africa,Saudi Arabia,Electronics,Smartphones & Tablets,925.23,5,0.15,3932.23,2365.06,1567.17,Delivered,4
ORD-20635,2025-02-12,CUST-1068,Corporate,Middle East & Africa,Saudi Arabia,Software & Cloud,AI Assistant Subscription,511.23,15,0.2,6134.76,778.41,5356.35,Shipped,4
ORD-20636,2026-01-14,CUST-1076,Corporate,North America,Canada,Office Supplies,Presentation Equipment,513.61,1,0.1,462.25,298.47,163.78,Delivered,4
ORD-20637,2025-12-20,CUST-1062,Corporate,Europe,Spain,Office Furniture,Acoustic Office Pods,4775.14,2,0.0,9550.28,5254.6,4295.68,Delivered,3
ORD-20638,2025-06-05,CUST-1227,Corporate,Asia Pacific,Japan,Office Furniture,Adjustable Standing Desks,856.33,8,0.15,5823.04,3513.31,2309.73,Delivered,2
ORD-20639,2025-02-27,CUST-1256,Consumer,Europe,United Kingdom,Software & Cloud,AI Assistant Subscription,936.24,2,0.05,1778.86,296.04,1482.82,Delivered,4
ORD-20640,2025-07-21,CUST-1239,Enterprise,Asia Pacific,India,Electronics,Wireless Audio,272.94,1,0.15,232.0,169.41,62.59,Processing,5
ORD-20641,2026-01-21,CUST-1093,Corporate,Europe,Spain,Electronics,Laptops & Workstations,2108.35,1,0.0,2108.35,1371.32,737.03,Delivered,5
ORD-20642,2025-02-24,CUST-1058,Corporate,Europe,Netherlands,Electronics,Laptops & Workstations,1369.47,1,0.1,1232.52,831.61,400.91,Delivered,3
ORD-20643,2026-05-13,CUST-1079,Enterprise,North America,Mexico,Electronics,Laptops & Workstations,1253.29,5,0.0,6266.45,3925.91,2340.54,Delivered,5
ORD-20644,2026-04-07,CUST-1183,Enterprise,Latin America,Chile,Software & Cloud,DevOps Productivity Tools,1295.19,1,0.0,1295.19,164.9,1130.29,Delivered,1
ORD-20645,2026-02-27,CUST-1302,Corporate,Asia Pacific,India,Software & Cloud,Enterprise CRM License,974.12,1,0.15,828.0,143.65,684.35,Delivered,1
ORD-20646,2025-07-12,CUST-1347,Small Business,Europe,Germany,Office Furniture,LED Desk Lighting,66.57,4,0.05,252.97,160.91,92.06,Delivered,4
ORD-20647,2026-06-08,CUST-1242,Corporate,North America,Canada,Software & Cloud,Enterprise CRM License,1468.6,1,0.0,1468.6,438.68,1029.92,Delivered,5
ORD-20648,2026-04-24,CUST-1336,Small Business,Europe,Spain,Software & Cloud,DevOps Productivity Tools,1044.56,2,0.0,2089.12,512.59,1576.53,Delivered,3
ORD-20649,2025-03-08,CUST-1238,Corporate,Asia Pacific,Japan,Office Supplies,Paper & Stationeries Pack,62.83,3,0.0,188.49,110.89,77.6,Delivered,5
ORD-20650,2025-04-22,CUST-1292,Consumer,Latin America,Chile,Electronics,Monitors & Displays,435.29,3,0.0,1305.87,948.82,357.05,Delivered,5
ORD-20651,2026-05-23,CUST-1048,Corporate,Latin America,Chile,Software & Cloud,Cybersecurity Suite,1902.01,4,0.0,7608.04,1694.63,5913.41,Processing,5
ORD-20652,2025-07-29,CUST-1388,Enterprise,North America,Canada,Software & Cloud,AI Assistant Subscription,314.64,1,0.0,314.64,50.55,264.09,Cancelled,2
ORD-20653,2025-06-22,CUST-1243,Consumer,Europe,France,Electronics,Smartphones & Tablets,957.89,5,0.05,4549.98,3508.71,1041.27,Delivered,3
ORD-20654,2026-01-28,CUST-1133,Enterprise,North America,Mexico,Office Supplies,Storage & Archiving Units,146.48,1,0.1,131.83,92.19,39.64,Cancelled,1
ORD-20655,2026-06-09,CUST-1282,Corporate,Europe,Germany,Office Supplies,High-Volume Printers,891.7,2,0.1,1605.06,1037.11,567.95,Delivered,3
ORD-20656,2025-02-23,CUST-1384,Corporate,Europe,Germany,Software & Cloud,Enterprise CRM License,1753.03,3,0.0,5259.09,689.11,4569.98,Processing,3
ORD-20657,2025-07-16,CUST-1161,Corporate,Europe,Netherlands,Electronics,Smart Wearables,387.93,2,0.05,737.07,584.59,152.48,Delivered,5
ORD-20658,2026-01-06,CUST-1205,Small Business,Europe,Netherlands,Office Furniture,Ergonomic Executive Chairs,672.64,5,0.0,3363.2,1677.93,1685.27,Processing,4
ORD-20659,2026-04-06,CUST-1234,Enterprise,North America,Mexico,Office Furniture,Acoustic Office Pods,3517.61,8,0.0,28140.88,16233.67,11907.21,Delivered,3
ORD-20660,2025-07-05,CUST-1299,Corporate,North America,USA,Software & Cloud,Enterprise CRM License,2155.32,1,0.15,1832.02,473.55,1358.47,Delivered,2
ORD-20661,2025-10-25,CUST-1125,Corporate,Asia Pacific,Singapore,Software & Cloud,Enterprise CRM License,1909.29,1,0.1,1718.36,229.3,1489.06,Delivered,3
ORD-20662,2025-02-23,CUST-1122,Corporate,North America,USA,Software & Cloud,Cloud Analytics Suite,1421.15,1,0.0,1421.15,369.21,1051.94,Delivered,4
ORD-20663,2025-09-26,CUST-1052,Small Business,Europe,Spain,Office Furniture,Acoustic Office Pods,1965.51,1,0.0,1965.51,1056.63,908.88,Delivered,4
ORD-20664,2025-07-07,CUST-1048,Enterprise,Europe,Spain,Electronics,Laptops & Workstations,1379.3,10,0.0,13793.0,9308.07,4484.93,Delivered,3
ORD-20665,2025-10-16,CUST-1060,Corporate,North America,Mexico,Office Supplies,Breakroom Supplies,44.71,1,0.05,42.47,26.94,15.53,Delivered,4
ORD-20666,2025-10-20,CUST-1218,Corporate,Middle East & Africa,South Africa,Office Supplies,Breakroom Supplies,106.19,2,0.0,212.38,136.44,75.94,Delivered,4
ORD-20667,2026-05-31,CUST-1142,Small Business,Europe,Germany,Office Supplies,Storage & Archiving Units,109.67,1,0.2,87.74,54.75,32.99,Processing,3
ORD-20668,2026-03-18,CUST-1347,Corporate,Middle East & Africa,Saudi Arabia,Software & Cloud,Cloud Analytics Suite,3602.85,4,0.1,12970.26,3064.6,9905.66,Delivered,3
ORD-20669,2025-08-22,CUST-1206,Corporate,North America,Canada,Office Supplies,Paper & Stationeries Pack,34.8,3,0.0,104.4,68.84,35.56,Delivered,2
ORD-20670,2025-06-21,CUST-1032,Enterprise,North America,Mexico,Software & Cloud,Cybersecurity Suite,1555.84,2,0.15,2644.93,620.78,2024.15,Cancelled,1
ORD-20671,2026-04-30,CUST-1154,Corporate,Asia Pacific,Singapore,Software & Cloud,AI Assistant Subscription,767.62,3,0.15,1957.43,299.1,1658.33,Cancelled,1
ORD-20672,2025-05-28,CUST-1391,Enterprise,Europe,Germany,Software & Cloud,DevOps Productivity Tools,982.54,1,0.05,933.41,251.73,681.68,Delivered,4
ORD-20673,2025-10-19,CUST-1069,Small Business,North America,USA,Office Furniture,Conference Tables,2450.83,5,0.15,10416.03,6060.18,4355.85,Shipped,3
ORD-20674,2025-10-03,CUST-1346,Corporate,Latin America,Brazil,Software & Cloud,Enterprise CRM License,2771.31,2,0.05,5265.49,697.96,4567.53,Delivered,4
ORD-20675,2026-05-02,CUST-1157,Small Business,Middle East & Africa,Saudi Arabia,Electronics,Laptops & Workstations,1346.13,2,0.0,2692.26,1672.37,1019.89,Delivered,4
ORD-20676,2025-06-11,CUST-1094,Corporate,North America,Mexico,Office Supplies,Storage & Archiving Units,120.99,5,0.05,574.7,384.82,189.88,Delivered,4
ORD-20677,2025-04-22,CUST-1318,Consumer,North America,USA,Electronics,Monitors & Displays,775.7,2,0.05,1473.83,1079.59,394.24,Delivered,3
ORD-20678,2025-07-22,CUST-1249,Small Business,Europe,Spain,Office Supplies,Presentation Equipment,427.31,5,0.05,2029.72,1138.32,891.4,Delivered,3
ORD-20679,2025-07-20,CUST-1367,Corporate,North America,Canada,Electronics,Smartphones & Tablets,756.63,4,0.1,2723.87,2038.21,685.66,Delivered,4
ORD-20680,2025-06-28,CUST-1100,Corporate,North America,Mexico,Office Furniture,LED Desk Lighting,106.3,1,0.05,100.98,53.7,47.28,Delivered,5
